idc_id,tier,phenomenon_class,phenomenon,mechanism_causal_path,location_scale,site_scope,quantitative_evidence,linked_mech_rows,linked_rheo_rows,causal_relevance,evidence_strength,status,evidence_type,source_id,locator,vn_ids,prev_evidence_ids,extraction_method,confidence,applicability_SKRU1,notes
MR-IDC-0414,B_RECORD,clay_interlayer_mechanics,потеря устойчивости слоистой кровли камер от бокового распора (продольного сжатия слоёв) с ползучестью и расслоением по глинистым прослоям,горизонтальное напряжение σx = λγH(...) → продольное сжатие слоёв кровли → ползучий прогиб → предельный прогиб → обрушение слоя/пачки,chamber:  | scale MASSIF,VKM_REGIONAL,,,,DIRECT: clay interlayers reduce pillar/interseam bearing capacity and stiffness → higher loading degree C → faster pillar creep → faster subsidence; also control roof delamination,NORMATIVE | normative statement,FACT,NORMATIVE,VKM-SRC-037,p.168 §8.4.3,EV-VN-S037-0908,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,
MR-IDC-0415,B_RECORD,clay_interlayer_mechanics,"постадийное обрушение кровли — одновременное обрушение пачки слоёв по мощным (1–5 см) глинистым прослоям до высоты h′=0,7a","боковой распор + ползучесть → расслоение по глинистым прослоям → обрушение пачки → увеличение высоты камеры/целика (→ C 0,4 вместо 0,3)","mine: СКПРУ-1, СКПРУ-2, СКПРУ-3, БКПРУ-1 | scale FIELD",VKM_REGIONAL,,,,DIRECT: clay interlayers reduce pillar/interseam bearing capacity and stiffness → higher loading degree C → faster pillar creep → faster subsidence; also control roof delamination,NORMATIVE | field experience statement for named mines,FACT,NORMATIVE,VKM-SRC-037,"p.169 §8.4.3, постадийное обрушение",EV-VN-S037-0919,EV-MIN-1359,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,Explicitly includes СКПРУ-1 (= SKRU-1). Visual 220 dpi. Clay partings 1–5 cm thick in seam roof are a mappable stratigraphic feature.
MR-IDC-0416,B_RECORD,roof_failure,roof stability method variant,"Для постадийного обрушения (СКПРУ-1..3, БКПРУ-1) расчёт как для послойного, но по суммарной мощности одновременно обрушающейся пачки.",chamber:  | scale NOT_APPLICABLE,VKM_REGIONAL,,,,INDIRECT/LOCAL: roof falls change effective span and fill chambers with bulked rock (reduces void convergence); primarily workings stability,NORMATIVE,FACT,NORMATIVE,VKM-SRC-037,p.169 §8.4.3,EV-VN-S037-0920,EV-MIN-1359,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,
MR-IDC-0417,B_RECORD,WPS_damage_fracturing,условие I безопасной подработки ВЗТ: суммарная мощность слоёв каменной соли ВЗТ без трещин разрыва m_c = Σm_i ≥ [m],"applies to: водозащитная толща над отрабатываемыми пластами ВКМ; values: [m] = 10 м (без аномальных зон); 20 м (участки с особенностями строения ВЗТ, требующими доп. мер охраны)",geological_element: ВЗТ | scale DESIGN,VKM_REGIONAL,,,,"DIRECT for catastrophic regime: loss of ВЗТ integrity → fresh-water inflow → dissolution → accelerated subsidence/sinkholes; defines a regime switch, not the normal trend",NORMATIVE,FACT,NORMATIVE,VKM-SRC-037,p.171 §8.5.2 п.1-2; (8.143),EV-VN-S037-0939,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,New. Visual 220 dpi. Core flooding-risk criterion; links subsidence-edge curvature to water-protective-stratum integrity.
MR-IDC-0418,B_RECORD,WPS_damage_fracturing,критерий безопасной подработки ВЗТ,m_c = sum_{i=1..n} m_i >= [m] (8.143) (ORIGINAL),unstated:  | scale NOT_APPLICABLE,VKM_REGIONAL,,,,"DIRECT for catastrophic regime: loss of ВЗТ integrity → fresh-water inflow → dissolution → accelerated subsidence/sinkholes; defines a regime switch, not the normal trend",NORMATIVE,FACT,NORMATIVE,VKM-SRC-037,p.171 формула (8.143),EV-VN-S037-0940,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,New.
MR-IDC-0419,B_RECORD,WPS_damage_fracturing,предельная мощность слоя каменной соли ВЗТ без трещины разрыва,m_cj_lim = 2*eps_cj*(0.9*H + 0.65*h_cj)^2 / (S1max*eta) = 2*eps_cj*(0.9*H + 0.65*h_cj)^2 / (S2max * m_vi * omega_i * (1 - A_i + A_i*B_i)) (8.144) (ORIGINAL),unstated:  | scale NOT_APPLICABLE,VKM_REGIONAL,,,,"DIRECT for catastrophic regime: loss of ВЗТ integrity → fresh-water inflow → dissolution → accelerated subsidence/sinkholes; defines a regime switch, not the normal trend",NORMATIVE,FACT,NORMATIVE,VKM-SRC-037,p.171 формула (8.144),EV-VN-S037-0944,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,"New. First expression printed with S′(Z)_max (prime) — likely misprint for S″ (second derivative) as in the second expression and text. Bending-strain concept: ε = m·K/2 with curvature K = S″η/L², L expressed via (0,9H+0,65h) — interpretation only."
MR-IDC-0420,B_RECORD,roof_failure,высота зоны трещинообразования и обрушения над верхним отрабатываемым пластом,h2 = 5 * sum_{j=1..k} omega_j * m_i * (1 - A_j + A_j*B_j) (8.145) (ORIGINAL),unstated:  | scale NOT_APPLICABLE,VKM_REGIONAL,,,,INDIRECT/LOCAL: roof falls change effective span and fill chambers with bulked rock (reduces void convergence); primarily workings stability,NORMATIVE,FACT,NORMATIVE,VKM-SRC-037,p.172 формула (8.145),EV-VN-S037-0951,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,New. Index mismatch m_i vs j as printed. Defines a fractured/caved zone height — key for hydro-mechanical coupling to ВЗТ.
MR-IDC-0421,B_RECORD,roof_failure,SKRU-1 explicit mentions in chunk,"Единственное явное упоминание СКПРУ-1 во фрагменте c6 (djvu 151–180) — постадийное обрушение кровли (вместе со СКПРУ-2, СКПРУ-3, БКПРУ-1). Все остальные параметры (λ=0,45, γ, табл. 8.25, 8.26, 8.27, угловые параметры) — региональные нормативы ВКМ.",mine: СКПРУ-1 | scale NOT_APPLICABLE,VKM_REGIONAL,,,,INDIRECT/LOCAL: roof falls change effective span and fill chambers with bulked rock (reduces void convergence); primarily workings stability,QUALITATIVE,FACT,DESCRIPTIVE,VKM-SRC-037,p.169 §8.4.3 / §8.5,EV-VN-S037-1003,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,Scope guard: do not promote regional normative values to SKRU1.
MR-IDC-0422,B_RECORD,flooding_dissolution_sinkhole,аварийный водоприток в рудник БКПРУ-1 (начало аварии и затопления),type accident; 2006-10-17–None; object: рудник БКПРУ-1,mine: БКПРУ-1 | scale FIELD,BKPRU1,,,,DIRECT for catastrophic regime (flooding/dissolution/sinkholes); NOT the normal SKRU-1 regime unless evidence of inflow,QUALITATIVE,FACT,DESCRIPTIVE,VKM-SRC-038,p.1 вводный абзац,EV-VN-S038-0002,EV-MON-0200,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: BKPRU1,Text layer is cp1251 mojibake (decoded as Latin-1); quote given after in-memory cp1251 repair and checked against the rendered page.
MR-IDC-0423,B_RECORD,flooding_dissolution_sinkhole,dissolution of load-bearing elements by undersaturated inflow (flooding),"прорыв слабоминерализованных (надсолевых) вод -> растворение МКЦ, кровли и почвы камер -> интенсивное деформирование подработанного массива и поверхности",mine_field: шахтное поле БКПРУ-1 (Березники) | scale FIELD,BKPRU1,,,,DIRECT for catastrophic regime (flooding/dissolution/sinkholes); NOT the normal SKRU-1 regime unless evidence of inflow,INTERPRETATION | accident observation + modelling,FACT,INTERPRETATION,VKM-SRC-038,p.1 вводный абзац,EV-VN-S038-0005,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: BKPRU1,Failure / out-of-distribution scenario for SKRU-1 world (not a baseline process).Text layer is cp1251 mojibake (decoded as Latin-1); quote given after in-memory cp1251 repair and checked against the rendered page.
