ledger_id,qa_origin,qa_depth,source_id,pdf_page,printed_page,figure_table,vn_ids,old_ev_ids,record_kind,issue_type,quote_verdict,critical,existing_value,text_layer_value,ocr_value,visual_value,surrounding_context_result,cross_source_result,corrected_value,confidence,affected_downstream,status,record_status,scope,scale,check_chain,render_png,qa_recheck_ref,notes,unresolved_class
QA-A-04062,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,13,25,§1.2.2 Газоносность соляных пород,EV-VN-S037-0150,,process_mechanism,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),N,,quote_check=FUZZY_80; c4_text=0.0; c4_ocr=0.985; text_len=0; ocr_len=2886,,,"numeric tokens: 0 significant, 0 found on stated page (text layer/OCR); best-matching page p.13 (c4=0.985)",,,HIGH,process_mechanism,RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04063,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,13,25,§1.2.2 классификация газов,EV-VN-S037-0151,,claim,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),N,,quote_check=FUZZY_64; c4_text=0.0; c4_ocr=0.989; text_len=0; ocr_len=2886,,,"numeric tokens: 0 significant, 0 found on stated page (text layer/OCR); best-matching page p.13 (c4=0.989)",,,HIGH,claim,RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04064,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,14,26-27,"Табл. 1.3, столбец СКРУ-1, строка «В—Г»",EV-VN-S037-0152,EV-MIN-1374,parameter,OK_CONFIRMED,"NEAR_VERBATIM (OCR/text-layer noise, ellipsis or minor edits; c4 0.6-0.9) || QA_MANUAL QA-M-0015: OCR_NOISE (OCR of rotated/multi-column table scrambled; quotes are visual transcriptions)",Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.85; text_len=0; ocr_len=701,,,"numeric tokens: 3 significant, 3 found on stated page (text layer/OCR); best-matching page p.14 (c4=0.85)",,,HIGH,parameter (critical),RESOLVED,FACT,SKRU1,LAB,TL/OCR char-4gram + numeric-token presence,,QA-M-0015,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04065,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,14,26-27,"Табл. 1.3, столбец СКРУ-1, строка «Б»",EV-VN-S037-0153,EV-MIN-1372,parameter,OK_CONFIRMED,VERBATIM_ACROSS_PAGE_BREAK (quote continues on adjacent page; containment on concatenated pages >=0.9) || QA_MANUAL QA-M-0015: OCR_NOISE (OCR of rotated/multi-column table scrambled; quotes are visual transcriptions),Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.873; text_len=0; ocr_len=701,,,"numeric tokens: 2 significant, 2 found on stated page (text layer/OCR); best-matching page p.14 (c4=0.873)",,,HIGH,parameter (critical),RESOLVED,FACT,SKRU1,LAB,TL/OCR char-4gram + numeric-token presence,,QA-M-0015,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04066,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,14,26-27,"Табл. 1.3, столбец СКРУ-1, строка «А»",EV-VN-S037-0154,EV-MIN-1371,parameter,OK_CONFIRMED,"NEAR_VERBATIM (OCR/text-layer noise, ellipsis or minor edits; c4 0.6-0.9) || QA_MANUAL QA-M-0015: OCR_NOISE (OCR of rotated/multi-column table scrambled; quotes are visual transcriptions)",Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.867; text_len=0; ocr_len=701,,,"numeric tokens: 3 significant, 3 found on stated page (text layer/OCR); best-matching page p.14 (c4=0.867)",,,HIGH,parameter (critical),RESOLVED,FACT,SKRU1,LAB,TL/OCR char-4gram + numeric-token presence,,QA-M-0015,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04067,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,14,26-27,"Табл. 1.3, столбец СКРУ-1, строка «Красный-II слой 1»",EV-VN-S037-0155,EV-MIN-1368,parameter,OK_CONFIRMED,"NEAR_VERBATIM (OCR/text-layer noise, ellipsis or minor edits; c4 0.6-0.9) || QA_MANUAL QA-M-0015: OCR_NOISE (OCR of rotated/multi-column table scrambled; quotes are visual transcriptions)",Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.821; text_len=0; ocr_len=701,,,"numeric tokens: 2 significant, 1 found on stated page (text layer/OCR); missing: 26.9; best-matching page p.14 (c4=0.821)",,,HIGH,parameter (critical),RESOLVED,FACT,SKRU1,LAB,TL/OCR char-4gram + numeric-token presence,,QA-M-0015,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04068,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,14,26-27,"Табл. 1.3, столбец СКРУ-1, строка «Красный-II слой 3»",EV-VN-S037-0156,EV-MIN-1369,parameter,OK_CONFIRMED,"NEAR_VERBATIM (OCR/text-layer noise, ellipsis or minor edits; c4 0.6-0.9) || QA_MANUAL QA-M-0015: OCR_NOISE (OCR of rotated/multi-column table scrambled; quotes are visual transcriptions)",Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.821; text_len=0; ocr_len=701,,,"numeric tokens: 2 significant, 2 found on stated page (text layer/OCR); best-matching page p.14 (c4=0.821)",,,HIGH,parameter (critical),RESOLVED,FACT,SKRU1,LAB,TL/OCR char-4gram + numeric-token presence,,QA-M-0015,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04069,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,14,26-27,"Табл. 1.3, столбец СКРУ-1, строка «Красный-II слой 5»",EV-VN-S037-0157,EV-MIN-1370,parameter,OK_CONFIRMED,"NEAR_VERBATIM (OCR/text-layer noise, ellipsis or minor edits; c4 0.6-0.9) || QA_MANUAL QA-M-0015: OCR_NOISE (OCR of rotated/multi-column table scrambled; quotes are visual transcriptions)",Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.808; text_len=0; ocr_len=701,,,"numeric tokens: 3 significant, 2 found on stated page (text layer/OCR); missing: 21.8; best-matching page p.14 (c4=0.808)",,,HIGH,parameter (critical),RESOLVED,FACT,SKRU1,LAB,TL/OCR char-4gram + numeric-token presence,,QA-M-0015,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04070,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,14,26-27,"Табл. 1.3, столбец СКРУ-1, строка «Подстилающая каменная соль»",EV-VN-S037-0158,EV-MIN-1373,parameter,OK_CONFIRMED,"NEAR_VERBATIM (OCR/text-layer noise, ellipsis or minor edits; c4 0.6-0.9) || QA_MANUAL QA-M-0015: OCR_NOISE (OCR of rotated/multi-column table scrambled; quotes are visual transcriptions)",Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.853; text_len=0; ocr_len=701,,,"numeric tokens: 3 significant, 3 found on stated page (text layer/OCR); best-matching page p.14 (c4=0.853)",,,HIGH,parameter (critical),RESOLVED,FACT,SKRU1,LAB,TL/OCR char-4gram + numeric-token presence,,QA-M-0015,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04071,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,14,26-27,"Табл. 1.3, столбец БКРУ-1 (все строки)",EV-VN-S037-0159,,parameter,OK_CONFIRMED,"NEAR_VERBATIM (OCR/text-layer noise, ellipsis or minor edits; c4 0.6-0.9) || QA_MANUAL QA-M-0015: OCR_NOISE (OCR of rotated/multi-column table scrambled; quotes are visual transcriptions)",Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.619; text_len=0; ocr_len=701,,,"numeric tokens: 31 significant, 29 found on stated page (text layer/OCR); missing: 22.5 22.7; best-matching page p.14 (c4=0.619)",,,HIGH,parameter (critical),RESOLVED,FACT,BKPRU1,LAB,TL/OCR char-4gram + numeric-token presence,,QA-M-0015,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04072,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,14,26-27,"Табл. 1.3, столбец БКРУ-2 (все строки)",EV-VN-S037-0160,,parameter,OK_CONFIRMED,VISUAL_TRANSCRIPTION_OF_OCR_NOISY_PAGE (djvu/scan; OCR only) || QA_MANUAL QA-M-0015: OCR_NOISE (OCR of rotated/multi-column table scrambled; quotes are visual transcriptions),Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.531; text_len=0; ocr_len=701,,,"numeric tokens: 20 significant, 16 found on stated page (text layer/OCR); missing: 16.3 23.7 25.4 27.4; best-matching page p.14 (c4=0.531)",,,HIGH,parameter (critical),RESOLVED,FACT,BKPRU2,LAB,TL/OCR char-4gram + numeric-token presence,,QA-M-0015,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04073,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,14,26-27,"Табл. 1.3, столбец БКРУ-3 (все строки)",EV-VN-S037-0161,,parameter,OK_CONFIRMED,VISUAL_TRANSCRIPTION_OF_OCR_NOISY_PAGE (djvu/scan; OCR only) || QA_MANUAL QA-M-0015: OCR_NOISE (OCR of rotated/multi-column table scrambled; quotes are visual transcriptions),Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.549; text_len=0; ocr_len=701,,,"numeric tokens: 16 significant, 12 found on stated page (text layer/OCR); missing: 15.5 22.4 22.7 23.2; best-matching page p.14 (c4=0.549)",,,HIGH,parameter (critical),RESOLVED,FACT,BKPRU3,LAB,TL/OCR char-4gram + numeric-token presence,,QA-M-0015,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04074,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,14,26-27,"Табл. 1.3, столбец БКЗ-4 (все строки)",EV-VN-S037-0162,,parameter,OK_CONFIRMED,VISUAL_TRANSCRIPTION; all numbers present on stated page || QA_MANUAL QA-M-0015: OCR_NOISE (OCR of rotated/multi-column table scrambled; quotes are visual transcriptions),Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.491; text_len=0; ocr_len=701,,,"numeric tokens: 10 significant, 10 found on stated page (text layer/OCR); best-matching page p.14 (c4=0.491)",,,HIGH,parameter (critical),RESOLVED,FACT,BKPRU4,LAB,TL/OCR char-4gram + numeric-token presence,,QA-M-0015,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04075,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,14,26-27,"Табл. 1.3, столбец СКРУ-2 (все строки)",EV-VN-S037-0163,,parameter,OK_CONFIRMED,VISUAL_TRANSCRIPTION_OF_OCR_NOISY_PAGE (djvu/scan; OCR only) || QA_MANUAL QA-M-0015: OCR_NOISE (OCR of rotated/multi-column table scrambled; quotes are visual transcriptions),Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.374; text_len=0; ocr_len=701,,,"numeric tokens: 14 significant, 10 found on stated page (text layer/OCR); missing: 22.6 23.3 24 26.6; best-matching page p.14 (c4=0.374)",,,HIGH,parameter (critical),RESOLVED,FACT,SKRU2,LAB,TL/OCR char-4gram + numeric-token presence,,QA-M-0015,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04076,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,14,26-27,"Табл. 1.3, столбец СКРУ-3 (все строки)",EV-VN-S037-0164,,parameter,OK_CONFIRMED,VISUAL_TRANSCRIPTION_OF_OCR_NOISY_PAGE (djvu/scan; OCR only) || QA_MANUAL QA-M-0015: OCR_NOISE (OCR of rotated/multi-column table scrambled; quotes are visual transcriptions),Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.365; text_len=0; ocr_len=701,,,"numeric tokens: 9 significant, 8 found on stated page (text layer/OCR); missing: 22.4; best-matching page p.14 (c4=0.365)",,,HIGH,parameter (critical),RESOLVED,FACT,SKRU3,LAB,TL/OCR char-4gram + numeric-token presence,,QA-M-0015,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04077,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,14,26-27,Табл. 1.3,EV-VN-S037-0166,,open_question,OK_CONFIRMED,"NEAR_VERBATIM (OCR/text-layer noise, ellipsis or minor edits; c4 0.6-0.9) || QA_MANUAL QA-M-0015: OCR_NOISE (OCR of rotated/multi-column table scrambled; quotes are visual transcriptions)",Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.806; text_len=0; ocr_len=701,,,"numeric tokens: 3 significant, 1 found on stated page (text layer/OCR); missing: 2.4 6.7; best-matching page p.14 (c4=0.806)",,,HIGH,open_question (critical),RESOLVED,UNKNOWN,SKRU1,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0015,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04078,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,14,26-27,Табл. 1.3,EV-VN-S037-0167,,information_lifecycle,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page) || QA_MANUAL QA-M-0015: OCR_NOISE (OCR of rotated/multi-column table scrambled; quotes are visual transcriptions),N,,quote_check=FUZZY_66; c4_text=0.0; c4_ocr=0.966; text_len=0; ocr_len=701,,,"numeric tokens: 3 significant, 1 found on stated page (text layer/OCR); missing: 1990 1992; best-matching page p.14 (c4=0.966)",,,HIGH,information_lifecycle,RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0015,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04079,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,15,28,Табл. 1.4,EV-VN-S037-0168,,parameter,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page) || QA_MANUAL QA-M-0027: OCR_NOISE (table OCR partial: 'Карналлит 1 15 34 п И'),Y,,quote_check=FUZZY_61; c4_text=0.0; c4_ocr=0.954; text_len=0; ocr_len=3206,,,"numeric tokens: 18 significant, 3 found on stated page (text layer/OCR); missing: 5.2 6.9 7.1 8.6 10.5 11.3 18 18.1 22 22.4 23.7 25 26.1 27.6 28.9; best-matching page p.15 (c4=0.954)",,,HIGH,parameter (critical),RESOLVED,FACT,BKPRU1,LAB,TL/OCR char-4gram + numeric-token presence,,QA-M-0027,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04080,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,15,28,"Табл. 1.5, строка «Каменная соль»",EV-VN-S037-0169,EV-MIN-1364,parameter,OK_CONFIRMED,"NEAR_VERBATIM (OCR/text-layer noise, ellipsis or minor edits; c4 0.6-0.9) || QA_MANUAL QA-M-0027: OCR_NOISE (table OCR partial: 'Карналлит 1 15 34 п И')",Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.748; text_len=0; ocr_len=3206,,,"numeric tokens: 6 significant, 4 found on stated page (text layer/OCR); missing: 20 21; best-matching page p.15 (c4=0.748)",,,HIGH,parameter (critical),RESOLVED,FACT,VKM_REGIONAL,DESIGN,TL/OCR char-4gram + numeric-token presence,,QA-M-0027,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04081,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,15,28,"Табл. 1.5, строка [→quote]",EV-VN-S037-0170,EV-MIN-1365,parameter,OK_CONFIRMED,"NEAR_VERBATIM (OCR/text-layer noise, ellipsis or minor edits; c4 0.6-0.9) || QA_MANUAL QA-M-0027: OCR_NOISE (table OCR partial: 'Карналлит 1 15 34 п И')",Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.738; text_len=0; ocr_len=3206,,,"numeric tokens: 4 significant, 3 found on stated page (text layer/OCR); missing: 20; best-matching page p.15 (c4=0.738)",,,HIGH,parameter (critical),RESOLVED,FACT,VKM_REGIONAL,DESIGN,TL/OCR char-4gram + numeric-token presence,,QA-M-0027,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04082,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,15,28,"Табл. 1.5, строка «Сильвинит пластов АБ и В»",EV-VN-S037-0171,EV-MIN-1366,parameter,OK_CONFIRMED,"NEAR_VERBATIM (OCR/text-layer noise, ellipsis or minor edits; c4 0.6-0.9) || QA_MANUAL QA-M-0027: OCR_NOISE (table OCR partial: 'Карналлит 1 15 34 п И')",Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.78; text_len=0; ocr_len=3206,,,"numeric tokens: 6 significant, 4 found on stated page (text layer/OCR); missing: 5.5 20; best-matching page p.15 (c4=0.78)",,,HIGH,parameter (critical),RESOLVED,FACT,VKM_REGIONAL,DESIGN,TL/OCR char-4gram + numeric-token presence,,QA-M-0027,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04083,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,15,28,"Табл. 1.5, строка «Карналлит»",EV-VN-S037-0172,EV-MIN-1367,parameter,OK_CONFIRMED,"NEAR_VERBATIM (OCR/text-layer noise, ellipsis or minor edits; c4 0.6-0.9) || QA_MANUAL QA-M-0027: OCR_NOISE (table OCR partial: 'Карналлит 1 15 34 п И')",Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.744; text_len=0; ocr_len=3206,,,"numeric tokens: 5 significant, 2 found on stated page (text layer/OCR); missing: 11 11.5 20; best-matching page p.15 (c4=0.744)",,,HIGH,parameter (critical),RESOLVED,FACT,VKM_REGIONAL,DESIGN,TL/OCR char-4gram + numeric-token presence,,QA-M-0027,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04084,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,15,28,"Табл. 1.5, примечание",EV-VN-S037-0174,,engineering_rule,OK_CONFIRMED,"NEAR_VERBATIM (OCR/text-layer noise, ellipsis or minor edits; c4 0.6-0.9) || QA_MANUAL QA-M-0027: OCR_NOISE (table OCR partial: 'Карналлит 1 15 34 п И')",N,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.659; text_len=0; ocr_len=3206,,,"numeric tokens: 3 significant, 1 found on stated page (text layer/OCR); missing: 8.4 8.5; best-matching page p.15 (c4=0.659)",,,HIGH,engineering_rule,RESOLVED,FACT,VKM_REGIONAL,DESIGN,TL/OCR char-4gram + numeric-token presence,,QA-M-0027,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04085,QA_AUTO_QUOTE,AUTO+PAGE_RENDERED_BY_QA,VKM-SRC-037,15,28-29,§1.2.2,EV-VN-S037-0175,,claim,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),N,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.986; text_len=0; ocr_len=3206,,,"numeric tokens: 0 significant, 0 found on stated page (text layer/OCR); best-matching page p.15 (c4=0.986)",,,HIGH,claim,RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04086,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,16,30-31,"Табл. 1.6, рудник СКПРУ-1",EV-VN-S037-0178,,geophysics,OCR_SKIMMED,VISUAL_TRANSCRIPTION_OF_OCR_NOISY_PAGE (djvu/scan; OCR only) || QA_MANUAL QA-M-0026: OCR_NOISE (mean word conf 24-75); quotes are visual/OCR-confirmed transcriptions by sweep,N,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.062; text_len=0; ocr_len=928,,,"numeric tokens: 62 significant, 3 found on stated page (text layer/OCR); missing: 0.01 0.06 0.07 0.08 0.1 0.12 0.158 0.3 0.34 0.4 0.5 0.6 0.7 0.8 1.48 1.5 1.6 1.7 1.8 2.5; best-matching page p.15 (c4=0.346)",,,MEDIUM,geophysics,RESOLVED,FACT,SKRU1,LAB,TL/OCR char-4gram + numeric-token presence,,QA-M-0026,extraction_method=VISUAL_READ,
QA-A-04087,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,16,30-31,"Табл. 1.6, рудники БКПРУ-1, БКПРУ-2, БКЗ-4, СКПРУ-2",EV-VN-S037-0179,,geophysics,OCR_SKIMMED,VISUAL_TRANSCRIPTION_OF_OCR_NOISY_PAGE (djvu/scan; OCR only) || QA_MANUAL QA-M-0026: OCR_NOISE (mean word conf 24-75); quotes are visual/OCR-confirmed transcriptions by sweep,N,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.0; text_len=0; ocr_len=928,,,"numeric tokens: 112 significant, 7 found on stated page (text layer/OCR); missing: 0.0003 0.001 0.0016 0.002 0.013 0.02 0.031 0.045 0.05 0.07 0.08 0.1 0.13 0.14 0.16 0.18 0.2 0.22 0.24 0.33; best-matching page p.80 (c4=0.406)",,,MEDIUM,geophysics,RESOLVED,FACT,VKM_REGIONAL,LAB,TL/OCR char-4gram + numeric-token presence,,QA-M-0026,extraction_method=VISUAL_READ,
QA-A-04088,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,17,32,§1.2.2,EV-VN-S037-0182,,parameter,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),Y,,quote_check=FUZZY_69; c4_text=0.0; c4_ocr=0.95; text_len=0; ocr_len=4062,,,"numeric tokens: 7 significant, 7 found on stated page (text layer/OCR); best-matching page p.17 (c4=0.95)",,,HIGH,parameter (critical),RESOLVED,FACT,VKM_REGIONAL,LAB,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04089,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,17,32,§1.2.2,EV-VN-S037-0183,,parameter,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),Y,,quote_check=FUZZY_61; c4_text=0.0; c4_ocr=0.956; text_len=0; ocr_len=4062,,,"numeric tokens: 3 significant, 3 found on stated page (text layer/OCR); best-matching page p.17 (c4=0.956)",,,HIGH,parameter (critical),RESOLVED,FACT,VKM_REGIONAL,FIELD,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04090,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,17,32,§1.2.2,EV-VN-S037-0184,,claim,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),N,,quote_check=FUZZY_66; c4_text=0.0; c4_ocr=0.966; text_len=0; ocr_len=4062,,,"numeric tokens: 0 significant, 0 found on stated page (text layer/OCR); best-matching page p.17 (c4=0.966)",,,HIGH,claim,RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04091,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,17,32,"§1.2.2, выбросы на СКПРУ-1",EV-VN-S037-0185,,process_mechanism,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),Y,,quote_check=FUZZY_83; c4_text=0.0; c4_ocr=0.987; text_len=0; ocr_len=4062,,,"numeric tokens: 0 significant, 0 found on stated page (text layer/OCR); best-matching page p.17 (c4=0.987)",,,HIGH,process_mechanism (critical),RESOLVED,FACT,SKRU1,FIELD,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04092,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,17,32-33,§1.3.1,EV-VN-S037-0186,,parameter,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),Y,,quote_check=FUZZY_83; c4_text=0.0; c4_ocr=0.99; text_len=0; ocr_len=4062,,,"numeric tokens: 3 significant, 3 found on stated page (text layer/OCR); best-matching page p.17 (c4=0.99)",,,HIGH,parameter (critical),RESOLVED,FACT,VKM_REGIONAL,DESIGN,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04093,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,17,33,"§1.3.1, производственная мощность",EV-VN-S037-0187,,parameter,QUOTE_NOT_IN_TEXT_LAYER,"NEAR_VERBATIM (OCR/text-layer noise, ellipsis or minor edits; c4 0.6-0.9)",Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.883; text_len=0; ocr_len=4062,,,"numeric tokens: 5 significant, 5 found on stated page (text layer/OCR); best-matching page p.17 (c4=0.883)",,,MEDIUM,parameter (critical),RESOLVED,FACT,VKM_REGIONAL,DESIGN,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04094,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,17,33,"§1.3.1, БКПРУ-1",EV-VN-S037-0188,,spatial_entity,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),N,,quote_check=FUZZY_75; c4_text=0.0; c4_ocr=0.996; text_len=0; ocr_len=4062,,,"numeric tokens: 5 significant, 4 found on stated page (text layer/OCR); missing: 1.2; best-matching page p.17 (c4=0.996)",,,HIGH,spatial_entity,RESOLVED,FACT,BKPRU1,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04095,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,17,33,"§1.3.1, БКПРУ-2",EV-VN-S037-0189,,spatial_entity,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),N,,quote_check=FUZZY_87; c4_text=0.0; c4_ocr=0.992; text_len=0; ocr_len=4062,,,"numeric tokens: 2 significant, 2 found on stated page (text layer/OCR); best-matching page p.17 (c4=0.992)",,,HIGH,spatial_entity,RESOLVED,FACT,BKPRU2,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
